epoch,loss,val_loss
0,0.5757247805595398,NA
1,0.5757290124893188,NA
2,0.5757262110710144,NA
3,0.5757277607917786,NA
4,0.575730562210083,NA
5,0.5757262110710144,NA
6,0.575725793838501,NA
7,0.5757261514663696,NA
8,0.5757293701171875,NA
9,0.5757325887680054,NA
10,0.575732409954071,NA
11,0.5757267475128174,NA
12,0.5757249593734741,NA
13,0.5757336020469666,NA
14,0.5757262706756592,NA
15,0.5757240653038025,NA
16,0.5757300853729248,NA
17,0.5757295489311218,NA
18,0.5757259130477905,NA
19,0.5757266879081726,NA
20,0.5757304430007935,NA
21,0.5757266283035278,NA
22,0.5757308006286621,NA
23,0.5757280588150024,NA
24,0.57573002576828,NA
25,0.5757285356521606,NA
26,0.5757262110710144,NA
27,0.5757227540016174,NA
28,0.5757262110710144,NA
29,0.5757327079772949,NA
30,0.5757200717926025,NA
31,0.5757285356521606,NA
32,0.5757318139076233,NA
33,0.5757298469543457,NA
34,0.5757302045822144,NA
35,0.5757316946983337,NA
36,0.5757302641868591,NA
37,0.5757262706756592,NA
38,0.5757287740707397,NA
39,0.5757244825363159,NA
40,0.5757300853729248,NA
41,0.5757290720939636,NA
42,0.5757262706756592,NA
43,0.5757243633270264,NA
44,0.5757296681404114,NA
45,0.5757290124893188,NA
46,0.5757288336753845,NA
47,0.5757254958152771,NA
48,0.5757265686988831,NA
49,0.5757237076759338,NA
50,0.5757314562797546,NA
51,0.5757207274436951,NA
52,0.5757277011871338,NA
53,0.5757236480712891,NA
54,0.5757256746292114,NA
55,0.5757316946983337,NA
56,0.5757291316986084,NA
57,0.575726330280304,NA
58,0.5757265686988831,NA
59,0.575728178024292,NA
60,0.5757254958152771,NA
61,0.5757297873497009,NA
62,0.5757267475128174,NA
63,0.5757298469543457,NA
64,0.5757260918617249,NA
65,0.5757275223731995,NA
66,0.5757251977920532,NA
67,0.5757342576980591,NA
68,0.5757221579551697,NA
69,0.5757244229316711,NA
70,0.57573002576828,NA
71,0.5757243633270264,NA
72,0.5757227540016174,NA
73,0.57572340965271,NA
74,0.5757285952568054,NA
75,0.5757189989089966,NA
76,0.5757246017456055,NA
77,0.5757254362106323,NA
78,0.5757318139076233,NA
79,0.5757302641868591,NA
80,0.5757337212562561,NA
81,0.5757267475128174,NA
82,0.5757262706756592,NA
83,0.5757359862327576,NA
84,0.5757306814193726,NA
85,0.5757282972335815,NA
86,0.5757251977920532,NA
87,0.5757272839546204,NA
88,0.5757192969322205,NA
89,0.5757265090942383,NA
90,0.5757198929786682,NA
91,0.5757215619087219,NA
92,0.5757277607917786,NA
93,0.5757350921630859,NA
94,0.5757261514663696,NA
95,0.5757229328155518,NA
96,0.575724184513092,NA
97,0.5757285356521606,NA
98,0.5757295489311218,NA
99,0.5757314562797546,NA
